address,floor_area,agent_name,baths,beds,price
"12 Beverly Park, Knocklyon, Dublin 16",120 m²,,3 Bath,3 Bed,"€555,000 "
"31 Fortunes Walk, Citywest, Co. Dublin",72 m²,,2 Bath,2 Bed,"€260,000 "
"Apartment 1, Jasonia Centre, Dublin 2",80 m²,,1 Bath,2 Bed,"€370,000 "
"60 Rosemount Tce, Old Kilmainham, Kilmainham, Dublin 8",81 m²,,1 Bath,2 Bed,"€345,000 "
"18 Saint Joseph's Place, Phibsborough, Dublin 7",40 m²,,1 Bath,1 Bed,"€250,000 "
"67 Balfe Avenue, Walkinstown, Walkinstown, Dublin 12",86 m²,,1 Bath,3 Bed,"€349,950 "
"95 Dodder Park Road, Rathfarnham, Rathfarnham, Dublin 14",94 m²,,2 Bath,3 Bed,"€599,000 "
"1 Hollywood Mews, Mount Anville Road, Goatstown, Dublin 14",90 m²,,1 Bath,2 Bed,"€450,000 "
"76 Saint Anne's Avenue, Raheny, Raheny, Dublin 5",87 m²,,2 Bath,3 Bed,"€435,000 "
"Apartment 81, Mayeston Court, Finglas, Dublin 11",,,2 Bath,2 Bed,"€249,950 "
"Apartment 33, Block B1, The Bottle Works, Dublin 4",55 m²,,2 Bath,2 Bed,"€365,000 "
"45 Belarmine Heath, Stepaside, Stepaside, Dublin 18",121 m²,,3 Bath,3 Bed,"€450,000 "
"34 Kinvara Park, Navan Road, Navan Road (D7), Dublin 7",96 m²,,1 Bath,3 Bed,"€495,000 "
"6 Hillview Cottages, Little Meadow, Dun Laoghaire, Co. Dublin",1 ac,,,,"€85,000 "
"38 Kildonan Avenue, Finglas West, Finglas, Dublin 11",86 m²,,2 Bath,2 Bed,"€245,000 "
"81 Bunratty Road, Coolock, Coolock, Dublin 5",86 m²,,1 Bath,3 Bed,"€340,000 "
"163 Beaumont Road, Beaumont, Dublin 9",100 m²,,2 Bath,4 Bed,"€425,000 "
"9 Annfield Close, Castleknock, Castleknock, Dublin 15",79 m²,,2 Bath,2 Bed,"€320,000 "
"14 O'Dwyer Road, Walkinstown, Dublin 12",,,1 Bath,3 Bed,"€349,950 "
"20 Eglinton Park, Donnybrook, Dublin 4",137 m²,,1 Bath,4 Bed,"€995,000 "
"5 Inchicore Terrace South, Inchicore, Dublin 8",86 m²,,1 Bath,2 Bed,"€425,000 "
"Apartment 66, Mayeston Crescent, Saint Margaret's Road, Finglas, Dublin 11",,,2 Bath,2 Bed,"€274,950 "
"6 Hillview Cottages, Little Meadow, Dun Laoghaire, Co. Dublin",39 m²,,1 Bath,2 Bed,"€295,000 "
"1 Glenville Way, Clonsilla, Dublin 15",128 m²,,2 Bath,4 Bed,"€495,000 "
"Broghan House on c. 58 Acres, Broghan Lane, Ward, Co. Dublin",306 m²,,3 Bath,4 Bed,"€1,950,000 "
"1 Carleton House, Brennanstown, Cabinteely, Dublin 18",78 m²,,2 Bath,2 Bed,"€385,000 "
"58 Rathdown Avenue, Terenure, Dublin 6W",280 m²,,4 Bath,4 Bed,"€1,695,000 "
"1 Lanesborough Castle, Lanesborough Gardens, Finglas, Dublin 11",60 m²,,1 Bath,2 Bed,"€225,000 "
"66 Granville Park, Blackrock, Co. Dublin",184 m²,,3 Bath,4 Bed,"€945,000 "
"24 Smithfield Gate, Smithfield, Dublin 7",60 m²,,1 Bath,2 Bed,"€385,000 "
"2 Booterstown Avenue, Blackrock, Co. Dublin",95 m²,,1 Bath,3 Bed,"€595,000 "
"35 Strand Road Sandymount Dublin 4, Sandymount, Dublin 4",275 m²,,4 Bath,4 Bed,"€2,150,000 "
"Apt. 1 Shrewsbury Lodge Johnstown Road Cabinteely Dublin 18, Cabinteely, Dublin 18",91 m²,,1 Bath,2 Bed,"€385,000 "
"37 Saunders House, Spencer Dock, IFSC, Dublin 1",81 m²,,2 Bath,2 Bed,"€500,000 "
"5 Hillview Cottages, Little Meadow, Dun Laoghaire, Co. Dublin",50 m²,,,2 Bed,"€295,000 "
"10 Plunkett Drive, Finglas West, Finglas, Dublin 11",77 m²,,1 Bath,3 Bed,"€249,950 "
"13 Greenmount Square, Harold's Cross Road, Harold's Cross, Dublin 12",55 m²,,1 Bath,2 Bed,"€325,000 "
"Apartment 123, Rockview, Blackglen Road, Sandyford, Dublin 18",95 m²,,2 Bath,3 Bed,"€375,000 "
"15 Rugby Villas, Ranelagh, Ranelagh, Dublin 6",69 m²,,1 Bath,2 Bed,"€525,000 "
"313 Crumlin Road, Crumlin, Dublin 12",101 m²,,1 Bath,3 Bed,"€475,000 "
"56 Ivy Court, Beaumont Woods, Beaumont, Dublin 9",75 m²,,2 Bath,2 Bed,"€295,000 "
"56 Ivy Court, Beaumont Woods, Beaumont, Dublin 9",75 m²,,2 Bath,2 Bed,"€295,000 "
"111 Castlemoyne, Balgriffin, Balgriffin, Dublin 13",181 m²,,4 Bath,5 Bed,"€635,000 "
"Dorset Square, Upper Gardiner Street, Dublin 1",50 m²,,1 Bath,1 Bed,"€270,000 "
"103 Vernon Avenue, Clontarf, Dublin 3",124 m²,,,4 Bed,"€835,000 "
"`Verona`, Dooroge, Ballyboughal, Co. Dublin",271 m²,,4 Bath,6 Bed,"€825,000 "
"33 Delvin Banks, Naul, Co. Dublin",106 m²,,3 Bath,3 Bed,"€350,000 "
"6 Strand Street, Skerries, Co. Dublin",187 m²,,4 Bath,3 Bed,"€1,195,000 "
"7 Grange Court Apartments, Stanhope Street, Dublin 7",,,1 Bath,2 Bed,"€295,000 "
"174 Oxmantown Road, Stoneybatter, Dublin 7",71 m²,,1 Bath,2 Bed,"€350,000 "
"35 Rathlin Road, Drumcondra, Dublin 9",,,2 Bath,3 Bed,"€595,000 "
"21A Old Court Cottages, Old Court Road, Ballycullen, Dublin 24",,,3 Bath,6 Bed,"€695,000 "
"45 Hazelbrook Drive, Terenure, Dublin 6W",92 m²,,1 Bath,3 Bed,"€495,000 "
"77 Wyattville Park, Loughlinstown, Glenageary, Co. Dublin",139 m²,,3 Bath,4 Bed,"€525,000 "
"35 Glenageary Woods, Glenageary, Co. Dublin",210 m²,,4 Bath,5 Bed,"€1,250,000 "
"21 Belarmine Grove, Stepaside, Dublin 18",109 m²,,3 Bath,3 Bed,"€595,000 "
"42 Ravenswood Crescent, Clonsilla, Dublin 15",76 m²,,1 Bath,2 Bed,"€295,000 "
"13 Westhaven, Huntstown, Dublin 15",143 m²,,3 Bath,5 Bed,"€425,000 "
"36 Hamlet Square, Balbriggan, Co. Dublin",98 m²,,2 Bath,3 Bed,"€249,500 "
"27 Drummartin Road Goatstown Dublin 14, Goatstown, Dublin 14",120 m²,,2 Bath,4 Bed,"€699,000 "
"Apartment 2 Lincoln Hall, Thornleigh Road, Swords, Co. Dublin",,,1 Bath,2 Bed,"AMV: €195,000 "
"30 Rossmore Lawns, Templeogue, Dublin 16",,,1 Bath,3 Bed,"€595,000 "
"6 Hudson Park, Glasthule, Co. Dublin",150 m²,,2 Bath,4 Bed,"€775,000 "
"35 The Linnett, Skerries, Co. Dublin",106 m²,,3 Bath,3 Bed,"€495,000 "
"15 Riverwood Green, Castleknock, Dublin 15",,,3 Bath,3 Bed,"€495,000 "
"19 Barrow Street, Ringsend, Dublin 4",84 m²,,2 Bath,2 Bed,"€495,000 "
"Pinewood, Brookstone Road, Baldoyle, Dublin 13",,,2 Bath,4 Bed,"€650,000 "
"119 Millpark, Clondalkin, Clondalkin, Dublin 22",68 m²,,1 Bath,2 Bed,"€229,000 "
"20 Delhurst Mews, Ongar Park, Ongar, Dublin 15",100 m²,,3 Bath,3 Bed,"€320,000 "
"4 Hunters Avenue, Hunters Wood, Ballycullen, Dublin 16",170 m²,,3 Bath,4 Bed,"€425,000 "
"1 Hunters Lane, Hunters Wood, Ballycullen, Dublin 16",92 m²,,3 Bath,3 Bed,"€435,000 "
"Apartment 1, Monksfield Mews, Blackrock, Co. Dublin",72 m²,,2 Bath,2 Bed,"€420,000 "
"11 Belton Park Gardens, Collins Avenue, Donnycarney, Dublin 9",112 m²,,2 Bath,3 Bed,"€495,000 "
"609 Virginia Heights, Tallaght, Dublin 24",88 m²,,1 Bath,3 Bed,"€299,500 "
"18 Cabinteely Way, Cabinteely, Cabinteely, Dublin 18",133 m²,,1 Bath,3 Bed,"€595,000 "
"106 Templeville Road, Templeogue, Dublin 6W",149 m²,,1 Bath,4 Bed,"€595,000 "
"17 Carrick Terrace, Rialto, Dublin 8",,,2 Bath,2 Bed,"€399,950 "
"11 Oakley Road, Ranelagh, Dublin 6",310 m²,,4 Bath,5 Bed,"€3,500,000 "
"Brighton, Corbawn Lawn Shankill Dublin 18, Shankill, Dublin 18",162 m²,,3 Bath,4 Bed,"€695,000 "
"26 Merlyn Road, Ballsbridge, Dublin 4",188 m²,,3 Bath,4 Bed,"€1,295,000 "
"9 Leeson Park, Ranelagh, Dublin 6",415 m²,,4 Bath,6 Bed,"€2,750,000 "
"55 Woodford Downs, Clondalkin, Clondalkin, Dublin 22",124 m²,,3 Bath,4 Bed,"€325,000 "
"39 Beverton Rise, Donabate, Co. Dublin",116 m²,,3 Bath,3 Bed,"€440,000 "
"6 Foxborough Hall, Lucan, Co. Dublin",58 m²,,1 Bath,2 Bed,"€225,000 "
"Apartment 196, Bracken Hill, Sandyford, Dublin 18",68 m²,,2 Bath,2 Bed,"€360,000 "
"18 Monastery Crescent, Clondalkin, Clondalkin, Dublin 22",145 m²,,3 Bath,4 Bed,"€375,000 "
"5 Orchard Way, Ayrfield, Dublin 13",62 m²,,2 Bath,2 Bed,"€225,000 "
"92 Cherrywood Avenue, Clondalkin, Clondalkin, Dublin 22",66 m²,,1 Bath,3 Bed,"€295,000 "
"26 Dunsoghly Avenue, Finglas, Dublin 11",,,2 Bath,3 Bed,"€275,000 "
"102 Churchview Road, Killiney, Co. Dublin",149 m²,,3 Bath,4 Bed,"€674,950 "
"31 Kincora Park, Clontarf, Dublin 3",245 m²,,4 Bath,5 Bed,"€1,550,000 "
"68 Hillsbrook Avenue, Perrystown, Dublin 12",138 m²,,2 Bath,3 Bed,"€525,000 "
"74 Taney Road, Dundrum, Dundrum, Dublin 14",166 m²,,1 Bath,4 Bed,"€699,000 "
"275 Killinarden Estate, Tallaght, Dublin 24",115 m²,,3 Bath,4 Bed,"€285,000 "
"19 Hamilton Street, Off Donore Avenue, South Circular Road, Dublin 8",116 m²,,3 Bath,3 Bed,"€700,000 "
"75 Handel House, Loreto Abbey, Rathfarnham, Dublin 14",69 m²,,2 Bath,2 Bed,"€345,000 "
"Apartment 11, 13-17 Arranmore Pembroke Road, Ballsbridge, Dublin 4",44 m²,,1 Bath,1 Bed,"€245,000 "
"34 Bangor Road, Crumlin, Dublin 12",80 m²,,2 Bath,2 Bed,"€295,000 "
"16 Baroma, Kimmage Court, Kimmage, Dublin 6W",35 m²,,1 Bath,1 Bed,"€245,000 "
"Skerries Road, C. 8.56 Acres / 3.46 Ha., Skerries Road, Balbriggan, Co. Dublin",8.56 ac,,,,"€250,000 "
"Apartment 34, Deerpark Road, Tallaght, Dublin 24",57 m²,,2 Bath,2 Bed,"€215,000 OFFER ACCEPTED"
"Apartment 28, Cedar Hall, Millbrook Court, Milltown, Dublin 6",88 m²,,2 Bath,2 Bed,"€475,000 "
"3 Castle Avenue, Clontarf, Dublin 3",268 m²,,3 Bath,4 Bed,"€1,795,000 "
"83 Walnut Rise, Drumcondra, Dublin 9",187 m²,,3 Bath,4 Bed,"€750,000 "
"362 Kimmage Road Lower, Kimmage, Dublin 6W",125 m²,,2 Bath,3 Bed,"€595,000 "
"Apartment 13, The Claremont, Santry, Dublin 9",62 m²,,2 Bath,2 Bed,"€240,000 "
"97 Spiddal Road, Ballyfermot, Ballyfermot, Dublin 10",102 m²,,1 Bath,2 Bed,"€280,000 "
"21 The Avenue, Scholarstown Wood, Rathfarnham, Dublin 16",125 m²,,3 Bath,3 Bed,"€650,000 "
"77 The Thatch Road, Whitehall, Dublin 9",67 m²,,1 Bath,3 Bed,"€300,000 "
"12 Flemingstown Park, Churchtown, Dublin 14",259 m²,,4 Bath,5 Bed,"€1,575,000 "
"Apartment 8, Grange House, Taylors Hill, Rathfarnham, Dublin 14",77 m²,,2 Bath,2 Bed,"€295,000 "
"2 Belarmine Place, Stepaside, Stepaside, Dublin 18",122 m²,,3 Bath,3 Bed,"€480,000 "
"63 Galtymore Road, Drimnagh, Dublin 12",,,2 Bath,,"€319,950 "
"Apartment 13, Adelphi House, George's Street Upper, Dun Laoghaire, Co. Dublin",42 m²,,1 Bath,1 Bed,"€370,000 "
"Apartment 21, Block 5, Gallery Quay, Dublin 2",83 m²,,2 Bath,3 Bed,"€540,000 "
"8 Brides Glen Park, Swords, Co. Dublin",104 m²,,3 Bath,3 Bed,"€390,000 "
"17 Bramblefield Park, Clonee, Clonee, Dublin 15",114 m²,,3 Bath,3 Bed,"€390,000 "
"25 Knocklyon Heights, Knocklyon, Dublin 16",135 m²,,3 Bath,4 Bed,"€750,000 "
"Castellina, Back Road, Malahide, Co. Dublin",175 m²,,2 Bath,3 Bed,"€1,200,000 "
"61 Kenure Park, Rush, Co. Dublin",100 m²,,2 Bath,3 Bed,"€420,000 "
"29 Wolverton Glen, Castlepark Road, Dalkey, Co. Dublin",88 m²,,2 Bath,3 Bed,"€675,000 "
"79 Fernleigh Drive, Castleknock, Dublin 15",96 m²,,3 Bath,3 Bed,"€395,000 "
"4 Carrigmore Lawns, Citywest, Co. Dublin",110 m²,,3 Bath,4 Bed,"€395,000 "
"76 Kilmore Road, Artane, Dublin 5",131 m²,,1 Bath,4 Bed,"€450,000 "
"12 Plunkett Drive, Finglas West, Finglas, Dublin 11",72 m²,,1 Bath,2 Bed,"€270,000 "
"Apartment 41, Danes Court, Clontarf, Dublin 3",54 m²,,1 Bath,2 Bed,"AMV: €275,000 "
"48 Cherry Orchard Avenue, Cherry Orchard, Dublin 10",85 m²,,1 Bath,3 Bed,"€259,000 "
"35 Aran Close, Ballybrack, Ballybrack, Co. Dublin",94 m²,,1 Bath,3 Bed,"€399,950 "
"34 Churchwell Square, Belmayne, Belmayne",129 m²,,4 Bath,3 Bed,"€375,000 "
"20 Iona Road, Glasnevin, Dublin 9",203 m²,,2 Bath,5 Bed,"€975,000 "
"2 Aspen Lawn, Aspen Wood, Clonsilla, Dublin 15",129 m²,,3 Bath,4 Bed,"€495,000 "
"13 Castleknock Grove, Castleknock, Castleknock, Dublin 15",98 m²,,1 Bath,3 Bed,"€435,000 "
"3 Raheen Park, Tallaght, Dublin 24",118 m²,,2 Bath,3 Bed,"€305,000 "
"1 Elm Dene, Lucan, Co. Dublin",106 m²,,3 Bath,3 Bed,"€380,000 "
"35 St James Rd, Walkinstown, Dublin 12",120 m²,,2 Bath,3 Bed,"€369,000 "
"Abbotsford, 70 Orwell Road, Rathgar, Dublin 6",395 m²,,5 Bath,5 Bed,"€2,850,000 "
"157 Crosbies Yard, North Strand, Dublin 3",68 m²,,2 Bath,2 Bed,"€325,000 "
"139 Drumnigh Wood, Drumnigh Road, Portmarnock, Co. Dublin",,,3 Bath,5 Bed,"€810,000 "
"114 Mount Tallant Avenue, Terenure, Dublin 12",61 m²,,1 Bath,2 Bed,"€425,000 "
"""Avondale"" Damastown, Naul, Co. Dublin",184 m²,,2 Bath,5 Bed,"€600,000 "
"""Bella Rosa"" Surgalstown North, Swords, Co. Dublin",506 m²,,8 Bath,8 Bed,"€1,050,000 "
"52 Luttrellstown Drive, Castleknock, Dublin 15",,,1 Bath,3 Bed,"€485,000 "
"48 Lismore Road, Crumlin, Dublin 12",75 m²,,2 Bath,2 Bed,"€365,000 "
"58 Merville Road, Stillorgan, Co. Dublin",313 m²,,3 Bath,4 Bed,"€1,175,000 "
"1 Maccullens Close, Church Road, Lusk, Co. Dublin",70 m²,,1 Bath,3 Bed,"€330,000 "
"Apartment 53, Block 3, Richmond Hall, Richmond Road, Fairview, Dublin 3",67 m²,,2 Bath,2 Bed,"€350,000 ONLINE OFFERS"
"36 The Old Rectory, Lucan, Co. Dublin",82 m²,,1 Bath,2 Bed,"€290,000 "
"47 Brecan Close, Balbriggan, Co. Dublin",52 m²,,1 Bath,1 Bed,"€179,500 "
"59A Foxrock Avenue, Foxrock, Dublin 18",143 m²,,2 Bath,3 Bed,"€895,000 "
"7 Casino Drive, Malahide, Co. Dublin",148 m²,,3 Bath,3 Bed,"€950,000 "
"56 The Avenue, Saint Marnock's Bay, Portmarnock, Co. Dublin",137 m²,,3 Bath,4 Bed,"€725,000 "
"17 Kilbarrack Road, Raheny, Raheny, Dublin 5",217 m²,,3 Bath,5 Bed,"€795,000 "
"8 Lanesborough Park, Saint Margaret's Road, Finglas, Dublin 11",108 m²,,3 Bath,3 Bed,"€345,000 "
"4 Stonebridge Drive, Clonsilla, Dublin 15",,,1 Bath,3 Bed,"€299,950 "
"Apartment 22, Killininny Court, Firhouse, Dublin 24",54 m²,,1 Bath,2 Bed,"€235,000 "
"75 Dromard Road, Drimnagh, Dublin 12",,,2 Bath,3 Bed,"€275,000 "
"3 De Selby Lawns, Tallaght, Dublin 24",87 m²,,1 Bath,3 Bed,"€290,000 ONLINE OFFERS"
"34 Sion Hill Road, Drumcondra, Dublin 9",124 m²,,2 Bath,4 Bed,"€750,000 "
"65A Killester Park, Killester, Killester, Dublin 5",43 m²,,1 Bath,1 Bed,"€310,000 "
"57 Old Kilmainham, Kilmainham, Dublin 8",55 m²,,1 Bath,2 Bed,"€245,000 "
"2 Woodstown Lane, Knocklyon, Dublin 16",102 m²,,3 Bath,3 Bed,"€525,000 "
"96 Broadford Avenue, Ballinteer, Ballinteer, Dublin 16",95 m²,,1 Bath,3 Bed,"€485,000 "
"21 The Crescent, Binn Eadair View, Sutton, Dublin 13",92 m²,,2 Bath,3 Bed,"€450,000 "
"44 Meadowbrook Park, Baldoyle, Baldoyle, Dublin 13",83 m²,,1 Bath,3 Bed,"€435,000 "
"57 Hampton Wood Road, Finglas D11, Finglas, Dublin 11",,,3 Bath,2 Bed,"€280,000 "
"6 St. Patricks Road, Greenhills, Dublin 12",,,,,"€399,950 "
"14 Dalriada Park, Knocklyon, Dublin 16",107 m²,,3 Bath,3 Bed,"€499,000 "
"Apartment 26 Stapleton House, 33 Mountjoy Square, Dublin 1",39 m²,,1 Bath,1 Bed,"€235,000 "
"35 Forge Avenue, Lusk, Co. Dublin",116 m²,,3 Bath,3 Bed,"€385,000 "
"161 Cromwellsfort Road, Walkinstown, Walkinstown, Dublin 12",146 m²,,1 Bath,4 Bed,"€500,000 "
"17A Rathvilly Drive, Finglas South, Finglas, Dublin 11",70 m²,,1 Bath,2 Bed,"€249,950 "
"25 Saint John's Park West, Clondalkin, Clondalkin, Dublin 22",88 m²,,1 Bath,3 Bed,"€325,000 "
"64 Grattan Lodge, Donaghmede, Dublin 13",116 m²,,2 Bath,4 Bed,"€450,000 "
"57 Selskar Road, Skerries, Co. Dublin",122 m²,,2 Bath,4 Bed,"€640,000 "
"Apartment 35, Rathborne Court, Ashtown, Dublin 15",50 m²,,1 Bath,1 Bed,"€245,000 "
"33 Windmill Court, Clonsilla, Dublin 15",61 m²,,2 Bath,2 Bed,"€240,000 "
"Laurel Hill, Balure Lane, Killiney, Co. Dublin",265 m²,,3 Bath,5 Bed,"€1,950,000 "
"448 South Circular Road, Rialto, South Circular Road, Dublin 8",141 m²,,2 Bath,3 Bed,"€575,000 "
"80 Coolamber Park, Knocklyon, Dublin 16",107 m²,,1 Bath,4 Bed,"€650,000 "
"3 Willbrook Street, Rathfarnham, Dublin 14",79 m²,,1 Bath,2 Bed,"€450,000 "
"16 The Walk, Robswall, Malahide, Co. Dublin",55 m²,,1 Bath,1 Bed,"€340,000 "
"33 Ballyneety Road, Ballyfermot, Dublin 10",72 m²,,1 Bath,2 Bed,"€245,000 "
"20 Geoffrey Keating Road, Dublin 8",80 m²,,1 Bath,3 Bed,"€495,000 "
"3 The Green, Woodbrook Glen, Bray, Co. Wicklow",60 m²,,1 Bath,2 Bed,"€380,000 "
"The Eden, Prospect Hill, Finglas, Dublin 11",,,2 Bath,2 Bed,"€242,500 "
"178 Ceannt Fort, Mount Brown, Rialto, Dublin 8",,,1 Bath,2 Bed,"€325,000 "
"St. Canice's Square, Finglas, Dublin 11",,,2 Bath,2 Bed,"€230,000 "
"The Beech, Clonshaugh Woods, Clonshaugh, Dublin 17",,,1 Bath,2 Bed,"€235,950 "
"35 Longwood Avenue, South Circular Road, Portobello, Dublin 8",176 m²,,2 Bath,3 Bed,"€1,100,000 "
"3 Elm Grove, Lucan, Co. Dublin",110 m²,,3 Bath,4 Bed,"€445,000 "
"6 Shrewsbury Lodge, Johnstown Road, Glenageary, Co. Dublin",90 m²,,1 Bath,2 Bed,"€495,000 "
"84 North Strand Road, Ballybough, Dublin 3",171 m²,,2 Bath,3 Bed,"€475,000 "
"137 North Strand Road, Dublin 3",260 m²,,3 Bath,6 Bed,"€990,000 "
"18 Merville Avenue Stillorgan, Stillorgan, Co. Dublin",160 m²,,3 Bath,4 Bed,"€845,000 "
"79 Parklands Court, Ballycullen, Ballycullen, Dublin 16",66 m²,,1 Bath,2 Bed,"€275,000 "
"21 Haroldville Avenue, Rialto, Rialto, Dublin 8",80 m²,,1 Bath,2 Bed,"€425,000 "
"'Albert Lodge', 'Albert Lodge', 42 Grosvenor Road, Rathgar, Dublin 6",213 m²,,3 Bath,4 Bed,"€1,750,000 "
"20 Priory Way, Manor Grove, Terenure, Dublin 12",109 m²,,3 Bath,3 Bed,"€570,000 "
"10 Oldbridge Green, Lucan, Co. Dublin",102 m²,,3 Bath,3 Bed,"€380,000 "
"128 Hillside, Dalkey, Co. Dublin",251 m²,,3 Bath,5 Bed,"€995,000 "
"8 The Meadows, Newtownpark Avenue, Blackrock, Co. Dublin",107 m²,,3 Bath,3 Bed,"€695,000 "
"18 Sandymount Road, Sandymount, Dublin 4",248 m²,,4 Bath,5 Bed,"€1,650,000 "
"17 Railway Cottages, Serpentine Avenue, Dublin 4",194 m²,,3 Bath,3 Bed,"€995,000 "
"8 Dodder Terrace, Irishtown, Dublin 4",75 m²,,1 Bath,2 Bed,"€485,000 "
"4 Moyne Road, Baldoyle, Baldoyle, Dublin 13",78 m²,,1 Bath,2 Bed,"€430,000 "
"25 The Square, Larch Hill, Santry, Dublin 9",70 m²,,1 Bath,2 Bed,"€245,000 "
"2 The Belfry, Saint Mary's Road, Dublin 12",150 m²,,4 Bath,3 Bed,"€495,000 "
"23A Springdale Road, Raheny, Dublin 5",142 m²,,2 Bath,3 Bed,"€695,000 "
"5 Marlfield Place, Kiltipper, Kiltipper, Dublin 24",71 m²,,2 Bath,2 Bed,"€240,000 "
"103 Seapark Drive, Clontarf, Clontarf, Dublin 3",106 m²,,2 Bath,3 Bed,"€575,000 "
"30 Castlegate Square, Adamstown, Lucan, Ireland, Adamstown, Co. Dublin",116 m²,,3 Bath,3 Bed,"€345,000 "
"30 Hillside Drive, Rathfarnham, Dublin 14",183 m²,,2 Bath,4 Bed,"€995,000 "
"Redgap, Rathcoole, Co. Dublin",290 m²,,4 Bath,5 Bed,"€1,250,000 "
"3 Maxwell Road, Rathmines, Dublin 6",245 m²,,4 Bath,6 Bed,"€950,000 "
"27 Moy Glas View, Lucan, Co. Dublin",101 m²,,3 Bath,3 Bed,"€370,000 "
"60 Capel Street, Dublin 1",120 m²,,3 Bath,2 Bed,"€975,000 "
"Shandon, 444 Howth Road, Raheny, Dublin 5",96 m²,,1 Bath,3 Bed,"€495,000 "
"3 Fernleigh Drive, Carpenterstown, Dublin 15",,,2 Bath,2 Bed,"€335,000 "
"11 Beechlawn Avenue, Artane, Coolock, Dublin 5",100 m²,,1 Bath,3 Bed,"€360,000 "
"Apartment 307, Swiftwood, Saggart, Co. Dublin",65 m²,,2 Bath,2 Bed,"€295,000 "
"69 Saint John's Well Way, Kilmainham, Kilmainham, Dublin 8",59 m²,,1 Bath,1 Bed,"€325,000 "
"11 College Drive, Terenure, Dublin 6W",118 m²,,2 Bath,3 Bed,"€650,000 "
"7 Woodthorpe, Stillorgan, Co. Dublin",92 m²,,3 Bath,3 Bed,"€630,000 "
"71 Clonuske Park, Balbriggan, Co. Dublin",82 m²,,2 Bath,2 Bed,"€249,500 "
"1A Woodlands Drive Dun Laoghaire, Dun Laoghaire, Co. Dublin",124 m²,,3 Bath,3 Bed,"€650,000 "
"9 Pleasants Street Dublin 8, Portobello, Dublin 8",148 m²,,2 Bath,3 Bed,"€1,100,000 "
"24 Birchfield Heights, Goatstown, Goatstown, Dublin 14",98 m²,,2 Bath,4 Bed,"€740,000 "
"85 Kilworth Road, Drimnagh, Drimnagh, Dublin 12",,,1 Bath,3 Bed,"€330,000 1 ONLINE OFFER"
"72 Barnwall Court, Balbriggan, Co. Dublin",100 m²,,2 Bath,2 Bed,"€250,000 "
"Melrose, Kerrymount Avenue, Foxrock, Dublin 18",448 m²,,5 Bath,6 Bed,"€4,500,000 "
"Cooleen, Woodside Road, Sandyford, Dublin 18",182 m²,,2 Bath,4 Bed,"€1,150,000 "
"93 Inbhir Ide, Malahide, Co. Dublin",119 m²,,2 Bath,3 Bed,"€575,000 "
"19 Collins Avenue, Donnycarney, Dublin 3",86 m²,,1 Bath,3 Bed,"€395,000 "
"65 Killester Park, Killester, Killester, Dublin 5",97 m²,,1 Bath,3 Bed,"€427,500 "
"1 Woodcliff Heights, Howth, Dublin 13",122 m²,,2 Bath,4 Bed,"€850,000 "
"35 Carndonagh Drive, Donaghmede, Donaghmede, Dublin 13",,,2 Bath,3 Bed,"€349,950 "
"195 Holywell, Kilmacud Road Upper, Goatstown, Dublin 14",170 m²,,3 Bath,5 Bed,"€1,100,000 "
"3 Abbotstown Avenue, Finglas West, Finglas, Dublin 11",86 m²,,1 Bath,2 Bed,"€199,000 "
"21 Finnswood, Finnstown Cloisters, Lucan, Co. Dublin",92 m²,,3 Bath,3 Bed,"€365,000 "
"12 Luttrell Park Close, Castleknock, Castleknock, Dublin 15",,,3 Bath,3 Bed,"€530,000 "
"Beach View, 15 Santa Sabina Manor, Greenfield Road, Sutton, Dublin 13",210 m²,,3 Bath,4 Bed,"€1,250,000 "
"36 Anner Road, Kilmainham, Dublin 8",81 m²,,2 Bath,3 Bed,"€365,000 "
"1 Fancourt Road, Balbriggan, Co. Dublin",137 m²,,2 Bath,5 Bed,"€495,000 "
"7 Casino Drive, The Casino, Malahide, Co. Dublin",148 m²,,3 Bath,3 Bed,"€950,000 "
"9 Fortunes Walk, Citywest, Co. Dublin",72 m²,,2 Bath,2 Bed,"€265,000 "
"31 Grove Park Drive, Glasnevin, Glasnevin, Dublin 11",122 m²,,2 Bath,4 Bed,"€425,000 "
"Tahilla, 149 Glasnevin Avenue, Glasnevin, Dublin 11",165 m²,,3 Bath,4 Bed,"€690,000 "
"15 Larkfield Gardens, Harold's Cross, D6WH368, Dublin 6W",65 m²,,1 Bath,3 Bed,"€445,000 "
"15/16 Monck Place, Phibsborough, Dublin 7",,,2 Bath,2 Bed,"€575,000 "
"82 Northway Estate, Finglas, Finglas, Dublin 11",137 m²,,3 Bath,3 Bed,"€349,000 "
"1 The Clovers, Beechpark Avenue, Castleknock, Dublin 15",102 m²,,3 Bath,2 Bed,"€645,000 "
"Apartment 2, 40 Baggot Street Upper, Ballsbridge, Dublin 4",51 m²,,1 Bath,2 Bed,"€450,000 "
"26 Ballinteer Gardens Ballinteer Dublin 16, Ballinteer, Dublin 16",69 m²,,1 Bath,2 Bed,"€475,000 "
"24 Applewood Avenue East, Applewood, Swords, Co. Dublin",76 m²,,1 Bath,2 Bed,"€285,000 "
"5 David Park, Whitworth Road, Drumcondra, Dublin 9",75 m²,,1 Bath,2 Bed,"€445,000 "
